target,setsize,dyn,resp,rt,sub,exp,correct
Present,16,Static,1,0.924184463780875,2,1,1
Present,12,Static,1,1.40653711897994,2,1,1
Absent,8,Static,2,1.14778062299956,2,1,1
Absent,12,Static,2,1.61834021459435,2,1,1
Present,12,Static,1,0.677137934318125,2,1,1
Absent,8,Static,2,1.5242208933978,2,1,1
Absent,8,Static,2,1.18299473705338,2,1,1
Present,16,Static,1,0.712425915418862,2,1,1
Absent,8,Static,2,0.900671684677945,2,1,1
Absent,12,Static,2,1.03007868088844,2,1,1
Absent,16,Static,2,1.05359476311696,2,1,1
Present,12,Static,1,0.677206036851203,2,1,1
Present,12,Static,1,1.01831596226748,2,1,1
Present,16,Static,1,0.759447896825804,2,1,1
Absent,12,Static,2,0.75949830315858,2,1,1
Absent,12,Static,2,1.40655935601535,2,1,1
Present,8,Static,1,0.735948287787323,2,1,1
Present,8,Static,1,0.853579061825258,2,1,1
Present,12,Static,1,0.830067814489666,2,1,1
Absent,12,Static,2,1.19476315736665,2,1,1
Absent,16,Static,2,1.30064556074558,2,1,1
Absent,16,Static,2,1.19475805481488,2,1,1
Present,12,Static,1,0.771255826666675,2,1,1
Present,12,Static,1,0.924231469414735,2,1,1
Absent,12,Static,2,1.24184387092191,2,1,1
Present,16,Static,1,0.783003388334691,2,1,1
Absent,8,Static,2,0.935944155287871,2,1,1
Present,8,Static,1,0.618305952643823,2,1,1
Present,16,Static,1,0.677140708810839,2,1,1
Present,8,Static,1,0.99478710360836,2,1,1
Absent,16,Static,2,1.30065004912012,2,1,1
Present,8,Static,1,0.512481101175581,2,1,1
Absent,16,Static,2,1.48893661640977,2,1,1
Absent,8,Static,2,0.747653620239362,2,1,1
Present,16,Static,1,0.818269049527771,2,1,1
Present,8,Dynamic,1,0.971251719229258,2,1,1
Absent,16,Dynamic,2,1.92419406740646,2,1,1
Present,16,Dynamic,1,2.70066955209768,2,1,1
Present,16,Dynamic,1,1.10068002786829,2,1,1
Absent,12,Dynamic,2,1.90068010572668,2,1,1
Absent,16,Dynamic,2,2.28897669533762,2,1,1
Present,8,Dynamic,1,0.853610890457276,2,1,1
Absent,12,Dynamic,2,1.80657793672435,2,1,1
Present,16,Dynamic,1,1.7241880051597,2,1,1
Absent,8,Dynamic,2,1.58301616242625,2,1,1
Absent,12,Dynamic,2,2.73598206588213,2,1,1
Absent,16,Dynamic,2,3.73599836096764,2,1,1
Absent,8,Dynamic,1,1.26539261316157,2,1,0
Present,12,Dynamic,1,0.818300667307994,2,1,1
Present,8,Dynamic,1,0.700612321310473,2,1,1
Present,8,Dynamic,1,0.888886611062844,2,1,1
Absent,8,Dynamic,2,2.63010257466703,2,1,1
Present,12,Dynamic,1,1.34774291256417,2,1,1
Absent,16,Dynamic,2,3.85363929032064,2,1,1
Present,16,Dynamic,1,0.935943165186472,2,1,1
Absent,16,Dynamic,1,1.32418951888303,2,1,0
Absent,12,Dynamic,2,1.78299739358772,2,1,1
Present,16,Dynamic,1,1.81830468185035,2,1,1
Present,12,Dynamic,1,0.865379481190757,2,1,1
Present,12,Dynamic,1,1.66537914001765,2,1,1
Absent,12,Dynamic,2,2.68890829206521,2,1,1
Present,8,Dynamic,1,0.818323739064908,2,1,1
Absent,8,Dynamic,1,3.5242325494055,2,1,0
Present,12,Dynamic,1,1.57126496681849,2,1,1
Absent,8,Dynamic,2,3.85363721755493,2,1,1
Present,16,Dynamic,1,0.994796163562569,2,1,1
Absent,8,Dynamic,2,1.43005597770571,2,1,1
Absent,12,Dynamic,1,3.53600196717343,2,1,0
Present,16,Dynamic,1,1.06537793705684,2,1,1
Present,16,Dynamic,1,1.0536485604589,2,1,1
Present,12,Dynamic,1,1.9360209842871,2,1,1
Present,16,Dynamic,1,1.03007785886621,2,1,1
Absent,8,Dynamic,2,3.31243556148183,2,1,1
Present,16,Dynamic,1,1.077123338413,2,1,1
Present,12,Dynamic,1,0.712441932153524,2,1,1
Absent,12,Dynamic,2,2.31245506947016,2,1,1
Absent,16,Dynamic,2,4.08893753634038,2,1,1
Absent,8,Dynamic,2,3.78304455727812,2,1,1
Present,12,Dynamic,1,1.26539166349357,2,1,1
Absent,8,Dynamic,2,2.53598796305596,2,1,1
Present,12,Dynamic,1,1.71242997039553,2,1,1
Absent,16,Dynamic,1,3.53595849055273,2,1,0
Absent,12,Dynamic,2,3.37128619403666,2,1,1
Present,8,Dynamic,1,0.735973968294275,2,1,1
Absent,16,Dynamic,2,2.32418085724203,2,1,1
Absent,12,Dynamic,1,2.66542257954643,2,1,0
Absent,8,Dynamic,2,2.5359811335893,2,1,1
Absent,16,Dynamic,2,3.60657064879524,2,1,1
Present,8,Dynamic,1,0.935974407040703,2,1,1
Absent,16,Dynamic,1,2.87716248204015,2,1,0
Present,8,Dynamic,1,0.653587543023605,2,1,1
Absent,12,Dynamic,1,1.20654919100889,2,1,0
Present,8,Dynamic,1,1.47712829560624,2,1,1
Present,12,Dynamic,1,0.865391543195074,2,1,1
Present,8,Dynamic,1,0.582986797522608,2,1,1
Present,12,Static,1,1.48890837694125,2,1,1
Absent,8,Static,2,0.759462768410231,2,1,1
Present,8,Static,1,0.630091064016597,2,1,1
Absent,8,Static,2,0.971259856914912,2,1,1
Absent,8,Static,2,0.830077678421731,2,1,1
Present,12,Static,1,0.6183383774096,2,1,1
Absent,16,Static,2,1.34779172765047,2,1,1
Absent,8,Static,2,1.01829812338292,2,1,1
Present,12,Static,1,0.747704265158973,2,1,1
Present,16,Static,1,0.935939739425521,2,1,1
Present,8,Static,1,0.571231010619158,2,1,1
Absent,12,Static,2,1.93594332056819,2,1,1
Absent,12,Static,2,1.06537764166569,2,1,1
Present,16,Static,1,1.59477811416036,2,1,1
Present,12,Static,1,1.11243735856806,2,1,1
Present,12,Static,1,0.841846705561693,2,1,1
Absent,16,Static,2,1.37123058223369,2,1,1
Present,8,Static,1,0.665326317741346,2,1,1
Absent,8,Static,2,0.888872438532417,2,1,1
Absent,16,Static,2,1.53595549819147,2,1,1
Absent,16,Static,2,1.65362805000404,2,1,1
Present,16,Static,1,0.947716332177151,2,1,1
Absent,12,Static,2,1.25360400084173,2,1,1
Present,8,Static,1,0.959532938361008,2,1,1
Absent,16,Static,2,1.55955813300716,2,1,1
Present,16,Static,1,0.9358972572536,2,1,1
Present,8,Static,1,0.830067816828887,2,1,1
Absent,12,Static,2,1.47719168387448,2,1,1
Absent,12,Static,2,1.30065392866345,2,1,1
Present,16,Static,1,0.877136059705663,2,1,1
Absent,16,Dynamic,2,1.77123828117146,2,1,1
Absent,16,Dynamic,2,2.63005755391714,2,1,1
Present,12,Dynamic,1,0.947731679932986,2,1,1
Present,8,Dynamic,1,0.806547912865426,2,1,1
Present,8,Dynamic,1,0.571249944863666,2,1,1
Absent,16,Dynamic,2,3.06537656869295,2,1,1
Present,16,Dynamic,1,0.771271182107739,2,1,1
Present,8,Dynamic,1,0.98291824889202,2,1,1
Absent,8,Dynamic,2,3.20654758472483,2,1,1
Present,16,Dynamic,1,0.583168514545832,2,1,1
Absent,8,Dynamic,2,1.73594931030311,2,1,1
Absent,12,Dynamic,2,4.0889334038402,2,1,1
Absent,12,Dynamic,2,2.06535914349297,2,1,1
Present,8,Dynamic,1,0.94772268781162,2,1,1
Present,16,Dynamic,1,1.53597851213999,2,1,1
Absent,8,Dynamic,2,3.31245145825415,2,1,1
Present,12,Dynamic,1,0.806578904104754,2,1,1
Present,12,Dynamic,1,1.43008350274977,2,1,1
Present,12,Dynamic,1,0.865370298268317,2,1,1
Present,12,Dynamic,1,0.877135307857316,2,1,1
Absent,12,Dynamic,2,2.10067190020709,2,1,1
Absent,12,Dynamic,1,3.61835857442566,2,1,0
Present,16,Dynamic,1,1.01831691694861,2,1,1
Absent,8,Dynamic,2,2.05360073280281,2,1,1
Absent,16,Dynamic,2,3.46535803075494,2,1,1
Absent,12,Dynamic,2,3.28891599568306,2,1,1
Present,16,Dynamic,1,2.66535651201957,2,1,1
Absent,8,Dynamic,2,4.39480822322912,2,1,1
Present,8,Dynamic,1,0.594757897093587,2,1,1
Absent,16,Dynamic,-1,4.99419623273207,2,1,0
Present,16,Dynamic,1,1.64186245664496,2,1,1
Absent,12,Dynamic,2,3.98369858618753,2,1,1
Present,16,Dynamic,1,1.97129070012124,2,1,1
Present,12,Dynamic,1,0.794837151726824,2,1,1
Absent,8,Dynamic,2,1.77125563887057,2,1,1
Present,12,Dynamic,1,1.05366771257286,2,1,1
Present,16,Dynamic,1,2.63007965328143,2,1,1
Present,12,Dynamic,1,1.28892989754786,2,1,1
Absent,16,Dynamic,2,2.3595035363669,2,1,1
Absent,16,Dynamic,2,3.35947921620573,2,1,1
Present,8,Dynamic,1,0.618468865743125,2,1,1
Present,8,Dynamic,1,0.547714292159071,2,1,1
Present,16,Dynamic,1,2.20658072357946,2,1,1
Absent,16,Dynamic,2,2.33594839806028,2,1,1
Present,8,Dynamic,1,0.536010533245644,2,1,1
Absent,16,Dynamic,2,2.44187689716637,2,1,1
Absent,8,Dynamic,2,3.87717966464152,2,1,1
Absent,16,Dynamic,2,2.5712378751723,2,1,1
Absent,8,Dynamic,1,2.7242235699814,2,1,0
Absent,12,Dynamic,2,1.30065574814034,2,1,1
Absent,12,Dynamic,2,1.67715756761754,2,1,1
Present,8,Dynamic,1,1.11245443791631,2,1,1
Absent,8,Dynamic,2,2.3712336674871,2,1,1
Absent,12,Dynamic,2,1.91241234436711,2,1,1
Present,8,Dynamic,1,0.865369566801746,2,1,1
Present,16,Dynamic,1,0.594789562324877,2,1,1
Present,12,Dynamic,1,0.677100662629528,2,1,1
Absent,8,Dynamic,2,2.46539164344176,2,1,1
Present,12,Dynamic,1,1.54771240752234,2,1,1
Absent,12,Dynamic,2,2.0888969264397,2,1,1
Present,16,Dynamic,1,2.55945599173901,2,1,1
Absent,16,Dynamic,2,1.34772612627057,2,1,1
Present,12,Dynamic,1,1.23010780787263,2,1,1
Absent,12,Dynamic,2,1.95948157968633,2,1,1
Present,8,Dynamic,1,1.21831588708119,2,1,1
Absent,16,Dynamic,2,2.2418901023193,2,1,1
Present,12,Dynamic,1,1.17126731993994,2,1,1
Absent,16,Dynamic,2,2.230049775113,2,1,1
Absent,12,Dynamic,2,2.63013686167869,2,1,1
Present,8,Dynamic,1,0.865369566801746,2,1,1
Present,16,Dynamic,1,0.90066354231385,2,1,1
Absent,8,Dynamic,2,3.33600791447134,2,1,1
Present,12,Dynamic,1,0.947714968824585,2,1,1
Absent,12,Dynamic,2,2.80656174957039,2,1,1
Absent,12,Dynamic,2,2.38302840487449,2,1,1
Present,16,Dynamic,1,1.3124495107968,2,1,1
Present,12,Dynamic,1,1.35949819054804,2,1,1
Present,16,Dynamic,1,0.60651866859007,2,1,1
Absent,16,Dynamic,2,1.45360232171151,2,1,1
Present,16,Dynamic,1,0.982989341111534,2,1,1
Absent,16,Dynamic,2,4.94774611043067,2,1,1
Present,8,Dynamic,1,0.653596980906514,2,1,1
Absent,8,Dynamic,2,1.73596792609897,2,1,1
Absent,12,Dynamic,2,3.52422158509944,2,1,1
Absent,8,Dynamic,2,1.5712580023519,2,1,1
Absent,8,Dynamic,2,3.67717624122088,2,1,1
Present,12,Dynamic,1,0.77126295186099,2,1,1
Present,8,Dynamic,1,0.524180451242501,2,1,1
Present,8,Dynamic,1,0.688881175023198,2,1,1
Absent,8,Dynamic,2,2.87716164765334,2,1,1
Absent,16,Static,2,1.37123818827604,2,1,1
Present,8,Static,1,0.55950498994207,2,1,1
Absent,8,Static,2,0.959482910293445,2,1,1
Absent,8,Static,2,0.959468204448058,2,1,1
Present,16,Static,1,1.31243136883495,2,1,1
Present,12,Static,1,0.594795705103024,2,1,1
Absent,12,Static,2,0.959433704580078,2,1,1
Absent,16,Static,2,1.37132689416103,2,1,1
Absent,8,Static,2,0.771254312941892,2,1,1
Present,16,Static,1,0.63008601158981,2,1,1
Present,8,Static,1,0.759493894980551,2,1,1
Absent,8,Static,2,1.43006522044197,2,1,1
Present,8,Static,1,0.747720966242923,2,1,1
Absent,8,Static,2,1.1830006840155,2,1,1
Present,12,Static,1,1.04195035520752,2,1,1
Absent,12,Static,2,1.48891177062251,2,1,1
Present,16,Static,1,0.71242111594438,2,1,1
Absent,12,Static,2,1.35945453047862,2,1,1
Absent,16,Static,2,1.48891230426852,2,1,1
Present,8,Static,1,0.747721590112633,2,1,1
Absent,16,Static,2,1.08889777352306,2,1,1
Present,12,Static,1,0.665337627897316,2,1,1
Present,8,Static,1,0.571244489108722,2,1,1
Absent,12,Static,2,1.21832111494223,2,1,1
Present,12,Static,1,0.618283191652154,2,1,1
Absent,16,Static,2,2.06535967713899,2,1,1
Absent,12,Static,2,1.28888329791153,2,1,1
Present,16,Static,1,0.700646097066056,2,1,1
Present,16,Static,1,1.14773158202479,2,1,1
Present,12,Static,1,1.19475541832799,2,1,1
Absent,16,Dynamic,1,0.888907168968217,2,1,0
Present,16,Dynamic,1,1.07710636933552,2,1,1
Absent,8,Dynamic,2,1.52419972632742,2,1,1
Present,16,Dynamic,1,1.53597729147077,2,1,1
Absent,8,Dynamic,2,1.85361463934532,2,1,1
Absent,12,Dynamic,1,2.06535421637273,2,1,0
Absent,8,Dynamic,2,2.11254948439819,2,1,1
Present,8,Dynamic,1,1.50067658205808,2,1,1
Present,8,Dynamic,1,1.41832586663259,2,1,1
Present,12,Dynamic,1,1.51239089660521,2,1,1
Absent,16,Dynamic,2,2.84184508657927,2,1,1
Absent,16,Dynamic,2,3.78304292292341,2,1,1
Absent,12,Dynamic,2,2.70068281739623,2,1,1
Absent,12,Dynamic,2,2.17129450180801,2,1,1
Present,16,Dynamic,1,1.75947853720209,2,1,1
Present,8,Dynamic,1,0.524190235646529,2,1,1
Present,12,Dynamic,1,0.924245927313677,2,1,1
Present,8,Dynamic,1,0.959483306265611,2,1,1
Present,12,Dynamic,1,0.630069413089586,2,1,1
Present,8,Dynamic,1,0.500660730396703,2,1,1
Absent,8,Dynamic,2,2.23008506425867,2,1,1
Absent,16,Dynamic,2,2.1948163104571,2,1,1
Absent,16,Dynamic,2,3.38303062767773,2,1,1
Present,12,Dynamic,1,0.535968101528852,2,1,1
Present,12,Dynamic,1,0.665357023277465,2,1,1
Present,16,Dynamic,1,2.05362571425758,2,1,1
Present,16,Dynamic,1,0.888868732081391,2,1,1
Absent,8,Dynamic,2,2.7242086405895,2,1,1
Absent,12,Dynamic,2,2.58304251959817,2,1,1
Absent,12,Dynamic,2,3.77127587364885,2,1,1
Absent,16,Static,2,1.26528180323476,2,1,1
Present,16,Static,1,0.677140302810585,2,1,1
Absent,16,Static,2,1.28891960455985,2,1,1
Present,12,Static,1,0.571240331215449,2,1,1
Present,16,Static,1,1.18301535510727,2,1,1
Absent,16,Static,2,1.07712570423246,2,1,1
Absent,8,Static,2,0.959483316624755,2,1,1
Present,12,Static,1,0.724201182241814,2,1,1
Present,12,Static,1,0.853583913762122,2,1,1
Present,8,Static,1,0.524143024507794,2,1,1
Present,8,Static,1,0.688888257780491,2,1,1
Absent,12,Static,2,1.06537680694419,2,1,1
Present,16,Static,1,1.66539682886469,2,1,1
Absent,8,Static,2,1.13597999077865,2,1,1
Absent,16,Static,2,1.74772123156436,2,1,1
Absent,8,Static,2,1.17125976168063,2,1,1
Absent,8,Static,2,0.771224116326266,2,1,1
Present,8,Static,1,0.571241556563109,2,1,1
Present,8,Static,1,0.535957021940703,2,1,1
Present,16,Static,1,1.41831659649506,2,1,1
Present,16,Static,1,0.52420819983854,2,1,1
Absent,12,Static,2,1.3359553150749,2,1,1
Absent,8,Static,2,1.40655655412229,2,1,1
Absent,16,Static,2,1.57126380896989,2,1,1
Present,12,Static,1,1.44184088858492,2,1,1
Absent,12,Static,2,1.03006544599702,2,1,1
Present,8,Static,1,0.606592800957515,2,1,1
Absent,12,Static,2,1.17125289712749,2,1,1
Absent,12,Static,2,1.12419364870948,2,1,1
Present,12,Static,1,1.15949636840014,2,1,1
Present,12,Dynamic,2,2.37948578770556,3,1,0
Present,12,Dynamic,1,1.66535867734638,3,1,1
Absent,16,Dynamic,2,2.67716774765904,3,1,1
Absent,16,Dynamic,2,3.1124401377383,3,1,1
Present,12,Dynamic,1,4.06543848132969,3,1,1
Absent,8,Dynamic,2,3.77128019160409,3,1,1
Present,16,Dynamic,1,0.994768522899903,3,1,1
Absent,12,Dynamic,2,3.26534371787966,3,1,1
Absent,8,Dynamic,2,1.73599884983742,3,1,1
Present,16,Dynamic,2,2.2771705572377,3,1,0
Absent,16,Dynamic,2,2.53597356263163,3,1,1
Present,8,Dynamic,1,1.08891727382797,3,1,1
Absent,8,Dynamic,2,4.05364048559568,3,1,1
Present,16,Dynamic,2,2.51243897989116,3,1,0
Absent,16,Dynamic,2,2.40656320815833,3,1,1
Present,16,Dynamic,1,2.93596094893292,3,1,1
Absent,16,Dynamic,2,4.87716445957085,3,1,1
Present,12,Dynamic,1,0.794781993703509,3,1,1
Present,12,Dynamic,1,0.85358365077991,3,1,1
Absent,8,Dynamic,2,2.2653904555209,3,1,1
Absent,12,Dynamic,2,3.83010501567151,3,1,1
Present,8,Dynamic,1,1.01830868937577,3,1,1
Absent,12,Dynamic,2,1.60657896659177,3,1,1
Present,8,Dynamic,1,2.79478369288518,3,1,1
Absent,8,Dynamic,2,2.67714528506804,3,1,1
Present,8,Dynamic,1,0.924178526844116,3,1,1
Present,8,Dynamic,1,0.947734236222459,3,1,1
Absent,12,Dynamic,2,2.21838351611586,3,1,1
Absent,12,Dynamic,2,2.5124477614936,3,1,1
Present,16,Dynamic,1,1.31244559616789,3,1,1
Absent,12,Static,2,4.13598729641672,3,1,1
Absent,16,Static,2,2.92422904344676,3,1,1
Absent,8,Static,2,1.23005659656155,3,1,1
Absent,8,Static,2,1.0065386751412,3,1,1
Present,12,Static,1,0.982992814992031,3,1,1
Absent,12,Static,2,1.33596111434235,3,1,1
Present,16,Static,1,0.712422005466578,3,1,1
Present,16,Static,1,0.994796589609905,3,1,1
Absent,12,Static,2,0.771251473624943,3,1,1
Present,12,Static,2,1.27713827248226,3,1,0
Absent,8,Static,2,0.688888941796904,3,1,1
Present,16,Static,1,0.8418371543994,3,1,1
Present,8,Static,1,0.747722762997,3,1,1
Absent,16,Static,2,1.20654262719654,3,1,1
Present,12,Static,2,1.04181408765544,3,1,0
Absent,8,Static,2,0.924194398219697,3,1,1
Absent,16,Static,2,0.971266663658753,3,1,1
Present,8,Static,1,0.724176326430097,3,1,1
Absent,8,Static,2,0.9712470176637,3,1,1
Present,12,Static,1,1.44183160307693,3,1,1
Absent,12,Static,2,1.61833407181621,3,1,1
Absent,16,Static,2,1.90070311466116,3,1,1
Present,16,Static,1,0.830057589002536,3,1,1
Present,8,Static,1,1.32418831325049,3,1,1
Absent,12,Static,2,2.17128339214469,3,1,1
Absent,16,Static,2,1.00653712365784,3,1,1
Present,12,Static,1,0.547705660925203,3,1,1
Present,16,Static,1,1.38303595578509,3,1,1
Present,8,Static,1,0.853624188170215,3,1,1
Present,8,Static,1,0.877151204294933,3,1,1
Present,8,Static,1,1.4065471586764,3,1,1
Absent,16,Static,2,1.559501365693,3,1,1
Present,16,Static,1,0.947691746696364,3,1,1
Absent,12,Static,2,2.28893555646937,3,1,1
Absent,12,Static,2,1.53599083244808,3,1,1
Present,12,Static,1,1.05356934057818,3,1,1
Present,12,Static,1,1.24182308980016,3,1,1
Absent,12,Static,2,1.27713190715804,3,1,1
Present,8,Static,1,1.04184974269992,3,1,1
Present,12,Static,1,1.33599523327393,3,1,1
Absent,8,Static,2,1.32422104109355,3,1,1
Present,16,Static,1,0.877118824975696,3,1,1
Present,12,Static,1,1.06533391910671,3,1,1
Absent,8,Static,2,0.912468507527592,3,1,1
Present,8,Static,1,0.665392605809757,3,1,1
Present,8,Static,1,1.07711604313226,3,1,1
Absent,16,Static,2,1.27715829707813,3,1,1
Present,8,Static,1,0.677139445368084,3,1,1
Absent,12,Static,2,1.47712998977477,3,1,1
Present,16,Static,2,1.74774258175239,3,1,0
Absent,12,Static,2,1.79477126965685,3,1,1
Absent,8,Static,2,1.18301098435404,3,1,1
Present,16,Static,1,1.68889210223824,3,1,1
Absent,16,Static,2,1.51243451390292,3,1,1
Present,12,Static,1,0.747750220542002,3,1,1
Absent,8,Static,2,1.41832200947647,3,1,1
Absent,16,Static,2,1.00653858491933,3,1,1
Present,16,Static,1,0.994805050424475,3,1,1
Absent,16,Static,1,1.32419930529068,3,1,0
Absent,8,Static,2,1.14772953465581,3,1,1
Absent,8,Static,2,2.43013010004688,3,1,1
Absent,8,Static,2,0.830092873467947,3,1,1
Absent,12,Static,2,1.32420991405525,3,1,1
Present,12,Static,2,0.947706878921963,3,1,0
Absent,12,Static,2,2.11241019641602,3,1,1
Absent,16,Static,2,1.84185051727218,3,1,1
Present,16,Static,1,1.13595975600037,3,1,1
Present,8,Static,1,0.700656003768017,3,1,1
Absent,16,Static,2,1.63008264564269,3,1,1
Absent,12,Static,2,0.91244403465862,3,1,1
Present,12,Static,2,1.19478855484522,3,1,0
Present,8,Static,1,1.57126692430029,3,1,1
Present,12,Static,1,1.12421322453156,3,1,1
Present,8,Static,1,1.3712498396053,3,1,1
Present,16,Static,1,1.45360956720106,3,1,1
Present,8,Static,1,0.688889969324009,3,1,1
Absent,8,Static,2,1.54769924247012,3,1,1
Absent,8,Static,2,1.1241564572174,3,1,1
Absent,12,Static,2,1.6653865382159,3,1,1
Present,12,Static,1,0.912426892489748,3,1,1
Present,12,Static,1,1.78302752504533,3,1,1
Present,8,Static,1,0.700646021547072,3,1,1
Absent,8,Static,2,1.23006240852374,3,1,1
Absent,12,Static,2,1.44184256504377,3,1,1
Present,16,Static,1,0.759482983137787,3,1,1
Absent,16,Static,2,1.66535690532146,3,1,1
Present,16,Static,1,0.841865148264333,3,1,1
Present,16,Static,1,1.45375425546808,3,1,1
Absent,16,Static,2,1.71243840848547,3,1,1
Absent,16,Static,2,2.0300829440439,3,1,1
Present,8,Dynamic,1,1.55949954889002,3,1,1
Present,12,Dynamic,1,1.92418577701028,3,1,1
Absent,12,Dynamic,2,1.27715448002164,3,1,1
Absent,8,Dynamic,2,2.1242588942132,3,1,1
Absent,16,Dynamic,2,2.97128788820555,3,1,1
Present,12,Dynamic,1,2.30068036102057,3,1,1
Present,12,Dynamic,2,3.60656384940194,3,1,0
Absent,16,Dynamic,2,4.05365903121674,3,1,1
Present,8,Dynamic,1,3.67715583067729,3,1,1
Present,8,Dynamic,1,3.51244521289118,3,1,1
Absent,8,Dynamic,2,3.33598493794671,3,1,1
Present,8,Dynamic,1,4.14776349051863,3,1,1
Present,16,Dynamic,1,2.87713349072146,3,1,1
Absent,16,Dynamic,2,2.92427585125915,3,1,1
Present,12,Dynamic,1,1.85360425914405,3,1,1
Absent,12,Dynamic,2,3.54777243017816,3,1,1
Absent,12,Dynamic,2,2.43006106756002,3,1,1
Present,16,Dynamic,1,2.83007688179532,3,1,1
Absent,12,Dynamic,2,2.12421399876985,3,1,1
Absent,8,Dynamic,2,3.57126382400747,3,1,1
Absent,12,Dynamic,2,4.01834079836408,3,1,1
Present,16,Dynamic,1,2.12418479726693,3,1,1
Absent,8,Dynamic,2,2.25361039924792,3,1,1
Present,16,Dynamic,1,2.59479291557363,3,1,1
Present,8,Dynamic,1,0.865381661553329,3,1,1
Present,12,Dynamic,1,1.07713227773638,3,1,1
Absent,8,Dynamic,2,1.99480014569053,3,1,1
Absent,16,Dynamic,2,2.86536671712383,3,1,1
Present,16,Dynamic,1,1.04184783300298,3,1,1
Absent,16,Dynamic,2,2.39481042631451,3,1,1
Absent,8,Static,2,2.57125708509739,3,1,1
Present,16,Static,1,1.13595653307129,3,1,1
Absent,12,Static,2,1.63011741149967,3,1,1
Present,12,Static,1,0.724228141227286,3,1,1
Present,8,Static,1,0.653628741703869,3,1,1
Absent,12,Static,2,1.60656452874173,3,1,1
Absent,16,Static,2,1.94774861893529,3,1,1
Present,12,Static,1,0.700651770688637,3,1,1
Absent,8,Static,2,1.45364277856788,3,1,1
Present,8,Static,1,0.653608429403903,3,1,1
Present,12,Static,1,1.53598806798072,3,1,1
Present,16,Static,2,1.27714059352547,3,1,0
Present,16,Static,1,0.994796807814055,3,1,1
Absent,8,Static,2,1.30064876329197,3,1,1
Absent,16,Static,2,1.85366016901571,3,1,1
Present,8,Static,1,0.841849411886869,3,1,1
Absent,16,Static,2,2.07714510696314,3,1,1
Absent,16,Static,2,2.00654798036521,3,1,1
Present,12,Static,1,0.783046562210075,3,1,1
Absent,12,Static,2,1.08892370230751,3,1,1
Present,16,Static,1,0.688917635048711,3,1,1
Present,8,Static,1,1.13595632522629,3,1,1
Absent,16,Static,2,1.41830298033165,3,1,1
Present,12,Static,1,0.630166371942323,3,1,1
Absent,8,Static,2,1.12419980151208,3,1,1
Absent,12,Static,2,2.13597364282759,3,1,1
Absent,8,Static,2,0.971248070252841,3,1,1
Present,16,Static,1,1.53598031390538,3,1,1
Absent,12,Static,2,1.97128426195013,3,1,1
Present,8,Static,1,1.33596040025259,3,1,1
Present,12,Static,1,1.25363544319043,3,1,1
Present,16,Static,1,0.771250380938,3,1,1
Absent,12,Static,2,1.26534313411139,3,1,1
Absent,12,Static,2,1.18300907733101,3,1,1
Present,8,Static,1,0.735890320187536,3,1,1
Present,16,Static,2,1.67711112336292,3,1,0
Absent,16,Static,2,1.53596496882346,3,1,1
Absent,16,Static,2,1.44188241808115,3,1,1
Absent,16,Static,2,1.68889593900894,3,1,1
Present,8,Static,1,1.18302757049059,3,1,1
Present,16,Static,1,1.18307945546076,3,1,1
Absent,12,Static,2,1.68892178759779,3,1,1
Present,16,Static,1,0.841757510810567,3,1,1
Present,12,Static,1,1.25361968442485,3,1,1
Present,12,Static,1,0.806550719769803,3,1,1
Absent,8,Static,2,1.46542949422292,3,1,1
Present,12,Static,1,1.15949483228724,3,1,1
Absent,8,Static,2,1.12418843354681,3,1,1
Absent,16,Static,2,1.43005654142507,3,1,1
Absent,8,Static,2,1.51243415067802,3,1,1
Present,8,Static,1,0.900696849248561,3,1,1
Absent,16,Static,2,2.12419022294853,3,1,1
Absent,8,Static,2,1.71247561000018,3,1,1
Absent,8,Static,2,1.08889570342944,3,1,1
Present,8,Static,1,0.653623471407627,3,1,1
Present,16,Static,1,1.6771186919832,3,1,1
Absent,12,Static,2,2.40657143339376,3,1,1
Present,8,Static,1,1.24184428427179,3,1,1
Absent,12,Static,2,1.08891519905592,3,1,1
Present,12,Static,2,0.841833297245103,3,1,0
Present,12,Static,1,0.877146678161807,3,1,1
